1233794.256076 3136906.443032 3830938.889617 1704811.026153
2596581.542460 5444303.260715 6486242.476617 3295988.043883
4755827.114257 9531891.137140 11235452.851696 5791547.628359
8192764.179019 15696227.447924 18589002.723617 9442695.181286
12051274.144762 20045487.846513 27697422.542814 12954263.324787
